id,created_at,created_at_epoch,adjective,category,modifier,name,price
153,2013-05-28 03:13:31,1369700011000,,contraption,how-to-manual,contraption how-to-manual,0.0
3379,2013-05-28 06:33:14,1369711994000,glossy,contraption,,glossy contraption,300.0
3741,2013-05-28 08:42:47,1369719767000,industrial-strength,tool,storage_unit,industrial-strength tool storage_unit,187.5
2515,2013-05-28 11:07:20,1369728440000,reflective,contraption,cleaner,reflective contraption cleaner,195.0
1928,2013-05-28 19:18:24,1369757904000,aerodynamic,contraption,wrapper,aerodynamic contraption wrapper,140.0
1936,2013-05-29 01:22:19,1369779739000,glossy,widget,,glossy widget,3.6
2301,2013-05-29 07:03:15,1369800195000,analog,apparatus,storage_unit,analog apparatus storage_unit,675.0
3825,2013-05-29 08:46:38,1369806398000,glossy,tool,,glossy tool,30.0
996,2013-05-29 13:02:18,1369821738000,digital,module,,digital module,110.0
755,2013-05-29 16:13:24,1369833204000,extra-strength,device,wrapper,extra-strength device wrapper,40.0
3840,2013-05-29 23:21:02,1369858862000,,mechanism,wrapper,mechanism wrapper,6.0
293,2013-05-30 04:57:06,1369879026000,,instrument,storage_unit,instrument storage_unit,110.0
1317,2013-05-30 06:31:31,1369884691000,rechargable,dongle,,rechargable dongle,39.0
3105,2013-05-30 13:06:02,1369908362000,,gadget,cleaner,gadget cleaner,53.4
250,2013-05-30 15:44:59,1369917899000,organic,widget,how-to-manual,organic widget how-to-manual,0.0
3149,2013-05-30 19:31:30,1369931490000,,device,storage_unit,device storage_unit,125.0
3762,2013-05-31 02:09:20,1369955360000,aerodynamic,dongle,,aerodynamic dongle,42.0
2432,2013-05-31 04:39:33,1369964373000,extra-strength,device,refill,extra-strength device refill,80.0
2668,2013-05-31 07:35:10,1369974910000,industrial-strength,instrument,how-to-manual,industrial-strength instrument how-to-manual,0.0
2950,2013-05-31 08:55:27,1369979727000,,apparatus,charger,apparatus charger,60.0
2626,2013-05-31 13:13:33,1369995213000,analog,dongle,wrapper,analog dongle wrapper,10.8
3725,2013-05-31 17:18:58,1370009938000,glossy,module,opener,glossy module opener,60.0
152,2013-05-31 18:36:25,1370014585000,fuzzy,contraption,storage_unit,fuzzy contraption storage_unit,625.0
3178,2013-06-01 03:38:32,1370047112000,fuzzy,instrument,cleaner,fuzzy instrument cleaner,26.4
2340,2013-06-01 07:47:43,1370062063000,digital,gadget,,digital gadget,97.9
3415,2013-06-01 12:08:16,1370077696000,matte,tool,charger,matte tool charger,6.25
745,2013-06-01 13:21:49,1370082109000,reflective,gadget,charger,reflective gadget charger,23.14
2152,2013-06-01 16:37:26,1370093846000,fuzzy,gadget,wrapper,fuzzy gadget wrapper,35.6
290,2013-06-01 18:18:16,1370099896000,rechargable,module,,rechargable module,130.0
2867,2013-06-01 18:34:03,1370100843000,aerodynamic,apparatus,,aerodynamic apparatus,420.0
1896,2013-06-01 19:57:32,1370105852000,aerodynamic,gadget,charger,aerodynamic gadget charger,24.92
2535,2013-06-02 01:56:48,1370127408000,reflective,dongle,cleaner,reflective dongle cleaner,23.4
2749,2013-06-02 03:05:26,1370131526000,prize-winning,widget,warmer,prize-winning widget warmer,3.63
3864,2013-06-02 06:13:09,1370142789000,analog,tool,refill,analog tool refill,18.0
1615,2013-06-02 07:26:28,1370147188000,digital,tool,,digital tool,27.5
3082,2013-06-02 08:21:50,1370150510000,aerodynamic,dongle,cleaner,aerodynamic dongle cleaner,25.2
1089,2013-06-02 14:24:28,1370172268000,rechargable,gadget,warmer,rechargable gadget warmer,127.27
3924,2013-06-03 00:54:27,1370210067000,organic,device,how-to-manual,organic device how-to-manual,0.0
1052,2013-06-03 01:32:24,1370212344000,organic,mechanism,how-to-manual,organic mechanism how-to-manual,0.0
3618,2013-06-03 01:35:57,1370212557000,digital,gadget,cleaner,digital gadget cleaner,58.74
706,2013-06-03 05:19:18,1370225958000,reflective,tool,storage_unit,reflective tool storage_unit,81.25
935,2013-06-03 05:42:03,1370227323000,aerodynamic,gadget,,aerodynamic gadget,124.6
1974,2013-06-03 06:15:35,1370229335000,rechargable,module,,rechargable module,130.0
89,2013-06-03 14:04:01,1370257441000,analog,contraption,storage_unit,analog contraption storage_unit,562.5
902,2013-06-03 16:02:47,1370264567000,extra-strength,module,storage_unit,extra-strength module storage_unit,500.0
1733,2013-06-03 16:53:51,1370267631000,industrial-strength,contraption,refill,industrial-strength contraption refill,600.0
594,2013-06-03 23:32:07,1370291527000,analog,instrument,charger,analog instrument charger,7.92
3393,2013-06-04 12:46:58,1370339218000,fuzzy,instrument,carrying_case,fuzzy instrument carrying_case,26.4
2682,2013-06-05 04:11:08,1370394668000,matte,apparatus,cleaner,matte apparatus cleaner,225.0
3736,2013-06-05 05:39:29,1370399969000,extra-strength,apparatus,,extra-strength apparatus,600.0
2519,2013-06-05 06:22:49,1370402569000,glossy,device,cleaner,glossy device cleaner,36.0
514,2013-06-05 08:38:36,1370410716000,matte,module,cleaner,matte module cleaner,75.0
3264,2013-06-05 10:39:57,1370417997000,organic,dongle,wrapper,organic dongle wrapper,18.0
2608,2013-06-05 10:48:19,1370418499000,glossy,dongle,cleaner,glossy dongle cleaner,21.6
3074,2013-06-05 15:18:33,1370434713000,,module,storage_unit,module storage_unit,250.0
1461,2013-06-05 15:38:05,1370435885000,organic,contraption,refill,organic contraption refill,300.0
1781,2013-06-05 23:01:36,1370462496000,matte,apparatus,opener,matte apparatus opener,187.5
884,2013-06-06 06:09:56,1370488196000,extra-strength,gadget,opener,extra-strength gadget opener,89.0
58,2013-06-06 08:07:43,1370495263000,organic,tool,refill,organic tool refill,30.0
3841,2013-06-06 09:41:27,1370500887000,organic,apparatus,,organic apparatus,450.0
2573,2013-06-06 10:22:24,1370503344000,fuzzy,instrument,cleaner,fuzzy instrument cleaner,26.4
2911,2013-06-06 13:51:51,1370515911000,glossy,dongle,cleaner,glossy dongle cleaner,21.6
3964,2013-06-07 01:19:06,1370557146000,reflective,device,storage_unit,reflective device storage_unit,162.5
632,2013-06-07 03:01:22,1370563282000,extra-strength,device,warmer,extra-strength device warmer,110.0
2189,2013-06-07 09:41:33,1370587293000,,dongle,warmer,dongle warmer,33.0
128,2013-06-07 09:43:26,1370587406000,prize-winning,mechanism,storage_unit,prize-winning mechanism storage_unit,41.25
784,2013-06-07 11:12:59,1370592779000,,contraption,,contraption,250.0
30,2013-06-07 18:07:22,1370617642000,reflective,dongle,opener,reflective dongle opener,19.5
3900,2013-06-07 19:34:16,1370622856000,fuzzy,apparatus,storage_unit,fuzzy apparatus storage_unit,750.0
2961,2013-06-07 21:16:14,1370628974000,industrial-strength,device,,industrial-strength device,150.0
3740,2013-06-07 22:23:15,1370632995000,matte,contraption,opener,matte contraption opener,156.25
3615,2013-06-08 08:55:29,1370670929000,extra-strength,dongle,refill,extra-strength dongle refill,48.0
54,2013-06-08 13:07:11,1370686031000,fuzzy,contraption,how-to-manual,fuzzy contraption how-to-manual,0.0
3380,2013-06-08 15:18:13,1370693893000,industrial-strength,mechanism,charger,industrial-strength mechanism charger,9.0
911,2013-06-08 15:23:32,1370694212000,extra-strength,module,how-to-manual,extra-strength module how-to-manual,0.0
1059,2013-06-09 01:09:09,1370729349000,organic,instrument,charger,organic instrument charger,13.2
2062,2013-06-09 09:07:41,1370758061000,aerodynamic,dongle,,aerodynamic dongle,42.0
3486,2013-06-09 11:55:43,1370768143000,extra-strength,tool,opener,extra-strength tool opener,25.0
3918,2013-06-09 11:57:16,1370768236000,reflective,gadget,warmer,reflective gadget warmer,127.27
493,2013-06-10 01:57:31,1370818651000,digital,mechanism,charger,digital mechanism charger,3.3
3765,2013-06-10 06:16:15,1370834175000,organic,apparatus,charger,organic apparatus charger,90.0
1891,2013-06-10 13:35:03,1370860503000,organic,dongle,,organic dongle,45.0
3202,2013-06-10 13:57:42,1370861862000,digital,contraption,opener,digital contraption opener,137.5
31,2013-06-10 18:33:18,1370878398000,rechargable,instrument,opener,rechargable instrument opener,28.6
3475,2013-06-10 19:56:00,1370883360000,extra-strength,apparatus,opener,extra-strength apparatus opener,300.0
1922,2013-06-10 20:04:47,1370883887000,matte,contraption,,matte contraption,312.5
1228,2013-06-11 01:58:50,1370905130000,extra-strength,instrument,,extra-strength instrument,88.0
3605,2013-06-11 10:31:30,1370935890000,aerodynamic,module,,aerodynamic module,140.0
212,2013-06-11 11:03:27,1370937807000,,widget,opener,widget opener,1.5
2655,2013-06-11 17:14:28,1370960068000,prize-winning,widget,carrying_case,prize-winning widget carrying_case,1.98
3570,2013-06-11 21:51:09,1370976669000,,module,refill,module refill,80.0
2039,2013-06-12 00:41:55,1370986915000,rechargable,widget,carrying_case,rechargable widget carrying_case,2.34
2530,2013-06-12 02:33:47,1370993627000,reflective,module,warmer,reflective module warmer,143.0
1688,2013-06-12 04:40:25,1371001225000,extra-strength,module,warmer,extra-strength module warmer,220.0
1347,2013-06-12 05:49:57,1371005397000,,apparatus,,apparatus,300.0
1021,2013-06-12 10:22:34,1371021754000,aerodynamic,dongle,opener,aerodynamic dongle opener,21.0
3747,2013-06-12 11:55:34,1371027334000,,contraption,,contraption,250.0
1665,2013-06-12 13:36:07,1371033367000,glossy,device,storage_unit,glossy device storage_unit,150.0
78,2013-06-12 14:31:26,1371036686000,glossy,mechanism,opener,glossy mechanism opener,9.0
15,2013-06-12 19:56:31,1371056191000,aerodynamic,contraption,,aerodynamic contraption,350.0
2426,2013-06-12 23:36:12,1371069372000,fuzzy,instrument,opener,fuzzy instrument opener,22.0
3865,2013-06-13 00:26:17,1371072377000,,mechanism,,mechanism,15.0
859,2013-06-13 01:13:17,1371075197000,digital,mechanism,,digital mechanism,16.5
2099,2013-06-13 02:36:26,1371080186000,,module,charger,module charger,20.0
1994,2013-06-13 08:29:11,1371101351000,extra-strength,dongle,wrapper,extra-strength dongle wrapper,24.0
341,2013-06-13 11:23:01,1371111781000,organic,widget,wrapper,organic widget wrapper,1.8
2986,2013-06-13 19:10:49,1371139849000,organic,gadget,carrying_case,organic gadget carrying_case,80.1
2474,2013-06-13 22:59:22,1371153562000,digital,instrument,storage_unit,digital instrument storage_unit,121.0
2098,2013-06-13 23:19:35,1371154775000,,instrument,,instrument,44.0
2121,2013-06-14 02:24:10,1371165850000,organic,device,,organic device,75.0
0,2013-06-14 03:32:39,1371169959000,reflective,widget,charger,reflective widget charger,0.78
2559,2013-06-14 23:33:32,1371242012000,rechargable,dongle,,rechargable dongle,39.0
3474,2013-06-15 03:17:28,1371255448000,miniature,device,wrapper,miniature device wrapper,11.0
934,2013-06-15 12:03:20,1371287000000,industrial-strength,contraption,warmer,industrial-strength contraption warmer,825.0
210,2013-06-15 14:14:54,1371294894000,,instrument,cleaner,instrument cleaner,26.4
3529,2013-06-15 15:25:22,1371299122000,,widget,,widget,3.0
318,2013-06-15 17:29:21,1371306561000,industrial-strength,contraption,how-to-manual,industrial-strength contraption how-to-manual,0.0
1445,2013-06-16 07:09:53,1371355793000,fuzzy,dongle,charger,fuzzy dongle charger,6.0
2871,2013-06-16 10:01:48,1371366108000,reflective,apparatus,carrying_case,reflective apparatus carrying_case,234.0
1083,2013-06-16 10:57:01,1371369421000,extra-strength,contraption,,extra-strength contraption,500.0
374,2013-06-16 12:39:20,1371375560000,aerodynamic,module,,aerodynamic module,140.0
2698,2013-06-16 14:13:58,1371381238000,rechargable,instrument,storage_unit,rechargable instrument storage_unit,143.0
1144,2013-06-16 17:14:23,1371392063000,rechargable,contraption,,rechargable contraption,325.0
188,2013-06-16 18:12:47,1371395567000,rechargable,tool,,rechargable tool,32.5
3623,2013-06-17 06:13:04,1371438784000,aerodynamic,widget,,aerodynamic widget,4.2
3287,2013-06-17 10:00:56,1371452456000,rechargable,device,,rechargable device,65.0
2268,2013-06-18 03:04:37,1371513877000,,gadget,,gadget,89.0
3098,2013-06-18 04:54:35,1371520475000,digital,device,,digital device,55.0
765,2013-06-18 17:57:21,1371567441000,miniature,module,,miniature module,55.0
2741,2013-06-18 18:32:33,1371569553000,aerodynamic,mechanism,how-to-manual,aerodynamic mechanism how-to-manual,0.0
1639,2013-06-18 19:08:42,1371571722000,miniature,gadget,cleaner,miniature gadget cleaner,29.37
1830,2013-06-18 19:52:52,1371574372000,organic,module,,organic module,150.0
3078,2013-06-18 22:12:19,1371582739000,,dongle,storage_unit,dongle storage_unit,75.0
1148,2013-06-18 22:43:11,1371584591000,,instrument,charger,instrument charger,8.8
2827,2013-06-19 05:20:17,1371608417000,organic,instrument,,organic instrument,66.0
127,2013-06-19 12:09:43,1371632983000,analog,instrument,wrapper,analog instrument wrapper,15.84
1213,2013-06-19 14:06:39,1371639999000,rechargable,device,,rechargable device,65.0
2485,2013-06-19 17:04:40,1371650680000,,instrument,opener,instrument opener,22.0
868,2013-06-19 18:57:12,1371657432000,matte,module,cleaner,matte module cleaner,75.0
3141,2013-06-19 21:43:13,1371667393000,analog,mechanism,,analog mechanism,13.5
1140,2013-06-20 03:25:36,1371687936000,aerodynamic,device,how-to-manual,aerodynamic device how-to-manual,0.0
3769,2013-06-20 04:03:26,1371690206000,analog,contraption,,analog contraption,225.0
1557,2013-06-20 05:07:53,1371694073000,digital,widget,how-to-manual,digital widget how-to-manual,0.0
1945,2013-06-20 18:31:16,1371742276000,,dongle,,dongle,30.0
423,2013-06-20 23:13:08,1371759188000,prize-winning,tool,,prize-winning tool,27.5
2084,2013-06-21 03:22:53,1371774173000,matte,gadget,storage_unit,matte gadget storage_unit,278.12
3685,2013-06-21 05:54:49,1371783289000,matte,gadget,how-to-manual,matte gadget how-to-manual,0.0
1342,2013-06-21 07:58:51,1371790731000,extra-strength,apparatus,,extra-strength apparatus,600.0
3337,2013-06-21 09:54:41,1371797681000,organic,instrument,refill,organic instrument refill,52.8
3485,2013-06-21 14:59:15,1371815955000,organic,gadget,,organic gadget,133.5
1378,2013-06-21 23:33:56,1371846836000,reflective,instrument,,reflective instrument,57.2
1471,2013-06-21 23:59:07,1371848347000,rechargable,mechanism,carrying_case,rechargable mechanism carrying_case,11.7
2789,2013-06-22 01:40:09,1371854409000,,mechanism,,mechanism,15.0
489,2013-06-22 03:12:29,1371859949000,prize-winning,module,cleaner,prize-winning module cleaner,66.0
805,2013-06-22 05:33:56,1371868436000,reflective,widget,warmer,reflective widget warmer,4.29
1126,2013-06-22 06:15:47,1371870947000,,apparatus,,apparatus,300.0
499,2013-06-22 17:55:13,1371912913000,prize-winning,mechanism,cleaner,prize-winning mechanism cleaner,9.9
2462,2013-06-22 21:04:11,1371924251000,matte,tool,warmer,matte tool warmer,34.38
3376,2013-06-23 01:47:39,1371941259000,rechargable,contraption,,rechargable contraption,325.0
2307,2013-06-23 09:43:15,1371969795000,glossy,gadget,storage_unit,glossy gadget storage_unit,267.0
3005,2013-06-23 11:32:22,1371976342000,analog,device,,analog device,45.0
3969,2013-06-23 11:38:01,1371976681000,rechargable,apparatus,charger,rechargable apparatus charger,78.0
2187,2013-06-23 23:28:20,1372019300000,prize-winning,gadget,,prize-winning gadget,97.9
3447,2013-06-24 07:31:17,1372048277000,fuzzy,module,refill,fuzzy module refill,80.0
1606,2013-06-24 15:10:15,1372075815000,organic,tool,warmer,organic tool warmer,41.25
436,2013-06-24 18:18:10,1372087090000,rechargable,device,how-to-manual,rechargable device how-to-manual,0.0
2201,2013-06-24 18:57:33,1372089453000,matte,device,charger,matte device charger,12.5
462,2013-06-24 21:47:17,1372099637000,miniature,device,charger,miniature device charger,5.5
2949,2013-06-24 23:26:32,1372105592000,glossy,mechanism,refill,glossy mechanism refill,14.4
1369,2013-06-25 08:05:03,1372136703000,,apparatus,,apparatus,300.0
2722,2013-06-25 11:24:00,1372148640000,,mechanism,,mechanism,15.0
946,2013-06-25 15:50:09,1372164609000,matte,mechanism,,matte mechanism,18.75
3798,2013-06-25 16:17:50,1372166270000,rechargable,dongle,carrying_case,rechargable dongle carrying_case,23.4
1918,2013-06-25 18:14:52,1372173292000,aerodynamic,dongle,,aerodynamic dongle,42.0
2430,2013-06-25 18:26:22,1372173982000,,gadget,refill,gadget refill,71.2
3994,2013-06-26 02:22:37,1372202557000,fuzzy,instrument,cleaner,fuzzy instrument cleaner,26.4
1543,2013-06-26 03:39:25,1372207165000,analog,apparatus,storage_unit,analog apparatus storage_unit,675.0
1778,2013-06-26 16:43:26,1372254206000,industrial-strength,instrument,,industrial-strength instrument,132.0
1890,2013-06-26 22:58:31,1372276711000,,module,,module,100.0
2425,2013-06-26 23:50:13,1372279813000,,apparatus,,apparatus,300.0
113,2013-06-27 03:50:35,1372294235000,miniature,tool,refill,miniature tool refill,11.0
768,2013-06-27 05:08:19,1372298899000,glossy,gadget,,glossy gadget,106.8
156,2013-06-27 10:14:00,1372317240000,analog,widget,,analog widget,2.7
3946,2013-06-27 12:51:53,1372326713000,aerodynamic,mechanism,storage_unit,aerodynamic mechanism storage_unit,52.5
2441,2013-06-27 13:54:28,1372330468000,reflective,instrument,,reflective instrument,57.2
3702,2013-06-27 16:27:08,1372339628000,reflective,instrument,,reflective instrument,57.2
2880,2013-06-27 21:38:36,1372358316000,miniature,apparatus,cleaner,miniature apparatus cleaner,99.0
1798,2013-06-28 08:46:58,1372398418000,fuzzy,gadget,,fuzzy gadget,89.0
3601,2013-06-28 10:52:13,1372405933000,prize-winning,device,wrapper,prize-winning device wrapper,22.0
2237,2013-06-28 16:57:39,1372427859000,reflective,widget,refill,reflective widget refill,3.12
2349,2013-06-29 05:11:01,1372471861000,fuzzy,dongle,charger,fuzzy dongle charger,6.0
3928,2013-06-29 05:34:39,1372473279000,fuzzy,widget,,fuzzy widget,3.0
3824,2013-06-29 08:03:18,1372482198000,industrial-strength,mechanism,wrapper,industrial-strength mechanism wrapper,18.0
2218,2013-06-29 10:17:27,1372490247000,industrial-strength,module,cleaner,industrial-strength module cleaner,180.0
1791,2013-06-29 13:59:04,1372503544000,,apparatus,,apparatus,300.0
2584,2013-06-29 14:35:53,1372505753000,industrial-strength,instrument,,industrial-strength instrument,132.0
1373,2013-06-29 22:43:02,1372534982000,fuzzy,device,charger,fuzzy device charger,10.0
3258,2013-06-30 00:48:04,1372542484000,miniature,apparatus,warmer,miniature apparatus warmer,181.5
2260,2013-06-30 14:04:26,1372590266000,glossy,contraption,refill,glossy contraption refill,240.0
713,2013-06-30 15:30:30,1372595430000,prize-winning,module,storage_unit,prize-winning module storage_unit,275.0
630,2013-06-30 15:56:22,1372596982000,glossy,contraption,,glossy contraption,300.0
525,2013-06-30 17:59:09,1372604349000,,apparatus,opener,apparatus opener,150.0
851,2013-06-30 18:27:10,1372606030000,organic,contraption,how-to-manual,organic contraption how-to-manual,0.0
3469,2013-06-30 19:09:15,1372608555000,rechargable,widget,warmer,rechargable widget warmer,4.29
2673,2013-07-01 02:46:09,1372635969000,fuzzy,dongle,,fuzzy dongle,30.0
2018,2013-07-01 04:58:48,1372643928000,matte,contraption,,matte contraption,312.5
3979,2013-07-01 06:18:34,1372648714000,prize-winning,widget,wrapper,prize-winning widget wrapper,1.32
1497,2013-07-01 10:38:12,1372664292000,analog,gadget,wrapper,analog gadget wrapper,32.04
180,2013-07-01 10:39:07,1372664347000,glossy,instrument,,glossy instrument,52.8
2635,2013-07-01 12:23:12,1372670592000,prize-winning,gadget,opener,prize-winning gadget opener,48.95
3317,2013-07-01 13:11:47,1372673507000,miniature,tool,opener,miniature tool opener,6.88
1690,2013-07-01 14:17:49,1372677469000,prize-winning,gadget,charger,prize-winning gadget charger,19.58
264,2013-07-01 18:08:53,1372691333000,matte,instrument,carrying_case,matte instrument carrying_case,33.0
1633,2013-07-01 19:31:42,1372696302000,extra-strength,instrument,charger,extra-strength instrument charger,17.6
2406,2013-07-01 23:18:36,1372709916000,aerodynamic,device,storage_unit,aerodynamic device storage_unit,175.0
2758,2013-07-02 02:43:21,1372722201000,aerodynamic,contraption,warmer,aerodynamic contraption warmer,385.0
1114,2013-07-02 03:36:11,1372725371000,matte,apparatus,,matte apparatus,375.0
1360,2013-07-02 07:05:51,1372737951000,analog,widget,charger,analog widget charger,0.54
2676,2013-07-02 07:45:04,1372740304000,,apparatus,storage_unit,apparatus storage_unit,750.0
3423,2013-07-02 13:50:41,1372762241000,rechargable,mechanism,,rechargable mechanism,19.5
216,2013-07-02 14:53:45,1372766025000,digital,device,,digital device,55.0
1260,2013-07-02 16:02:20,1372770140000,organic,dongle,,organic dongle,45.0
1049,2013-07-02 20:28:07,1372786087000,miniature,mechanism,,miniature mechanism,8.25
2691,2013-07-02 22:10:57,1372792257000,miniature,apparatus,,miniature apparatus,165.0
881,2013-07-02 22:35:51,1372793751000,,mechanism,wrapper,mechanism wrapper,6.0
969,2013-07-02 23:33:42,1372797222000,digital,tool,,digital tool,27.5
3030,2013-07-03 02:42:19,1372808539000,fuzzy,tool,carrying_case,fuzzy tool carrying_case,15.0
80,2013-07-03 03:08:31,1372810111000,rechargable,module,cleaner,rechargable module cleaner,78.0
301,2013-07-03 22:01:37,1372878097000,miniature,module,,miniature module,55.0
607,2013-07-04 04:56:33,1372902993000,reflective,device,storage_unit,reflective device storage_unit,162.5
727,2013-07-04 10:03:51,1372921431000,miniature,module,warmer,miniature module warmer,60.5
852,2013-07-04 10:39:26,1372923566000,,dongle,wrapper,dongle wrapper,12.0
2795,2013-07-04 14:22:28,1372936948000,extra-strength,mechanism,how-to-manual,extra-strength mechanism how-to-manual,0.0
1946,2013-07-04 14:35:37,1372937737000,,tool,charger,tool charger,5.0
925,2013-07-04 19:16:02,1372954562000,digital,gadget,,digital gadget,97.9
1866,2013-07-04 20:04:04,1372957444000,matte,device,refill,matte device refill,50.0
3757,2013-07-05 06:18:38,1372994318000,glossy,contraption,,glossy contraption,300.0
1501,2013-07-05 09:12:20,1373004740000,reflective,device,storage_unit,reflective device storage_unit,162.5
1814,2013-07-05 09:50:29,1373007029000,rechargable,contraption,cleaner,rechargable contraption cleaner,195.0
1883,2013-07-05 14:25:31,1373023531000,digital,apparatus,how-to-manual,digital apparatus how-to-manual,0.0
2740,2013-07-05 16:18:34,1373030314000,reflective,contraption,how-to-manual,reflective contraption how-to-manual,0.0
2526,2013-07-05 22:42:35,1373053355000,matte,module,refill,matte module refill,100.0
3460,2013-07-05 23:33:51,1373056431000,digital,apparatus,,digital apparatus,330.0
494,2013-07-06 01:23:48,1373063028000,,apparatus,carrying_case,apparatus carrying_case,180.0
2674,2013-07-06 03:25:22,1373070322000,analog,contraption,warmer,analog contraption warmer,247.5
1062,2013-07-06 06:23:54,1373081034000,prize-winning,mechanism,warmer,prize-winning mechanism warmer,18.15
2898,2013-07-06 11:32:21,1373099541000,reflective,mechanism,opener,reflective mechanism opener,9.75
854,2013-07-06 14:26:30,1373109990000,fuzzy,device,carrying_case,fuzzy device carrying_case,30.0
1377,2013-07-06 19:36:45,1373128605000,extra-strength,tool,wrapper,extra-strength tool wrapper,20.0
990,2013-07-06 20:49:32,1373132972000,,gadget,,gadget,89.0
814,2013-07-06 23:47:26,1373143646000,industrial-strength,instrument,carrying_case,industrial-strength instrument carrying_case,79.2
2975,2013-07-07 10:00:06,1373180406000,aerodynamic,instrument,,aerodynamic instrument,61.6
1132,2013-07-07 12:28:26,1373189306000,aerodynamic,mechanism,,aerodynamic mechanism,21.0
1963,2013-07-08 13:21:38,1373278898000,extra-strength,mechanism,,extra-strength mechanism,30.0
3542,2013-07-09 00:26:47,1373318807000,miniature,mechanism,,miniature mechanism,8.25
502,2013-07-09 03:11:11,1373328671000,organic,device,wrapper,organic device wrapper,30.0
2399,2013-07-09 04:35:52,1373333752000,rechargable,dongle,how-to-manual,rechargable dongle how-to-manual,0.0
1655,2013-07-09 05:24:03,1373336643000,glossy,mechanism,,glossy mechanism,18.0
3445,2013-07-09 09:30:33,1373351433000,prize-winning,mechanism,carrying_case,prize-winning mechanism carrying_case,9.9
418,2013-07-10 00:05:16,1373403916000,fuzzy,contraption,,fuzzy contraption,250.0
3442,2013-07-10 02:25:22,1373412322000,organic,device,,organic device,75.0
1976,2013-07-10 03:15:23,1373415323000,,device,,device,50.0
2610,2013-07-10 03:38:27,1373416707000,digital,mechanism,wrapper,digital mechanism wrapper,6.6
1698,2013-07-10 08:25:44,1373433944000,extra-strength,dongle,storage_unit,extra-strength dongle storage_unit,150.0
397,2013-07-10 09:16:00,1373436960000,extra-strength,tool,charger,extra-strength tool charger,10.0
3435,2013-07-10 19:12:03,1373472723000,industrial-strength,widget,cleaner,industrial-strength widget cleaner,5.4
2778,2013-07-11 15:08:34,1373544514000,miniature,gadget,,miniature gadget,48.95
2982,2013-07-11 16:50:01,1373550601000,analog,dongle,,analog dongle,27.0
1740,2013-07-11 17:02:22,1373551342000,glossy,tool,,glossy tool,30.0
3997,2013-07-11 18:45:22,1373557522000,industrial-strength,widget,wrapper,industrial-strength widget wrapper,3.6
2105,2013-07-12 00:31:57,1373578317000,extra-strength,widget,charger,extra-strength widget charger,1.2
1534,2013-07-12 11:16:55,1373617015000,,dongle,,dongle,30.0
104,2013-07-12 13:08:12,1373623692000,matte,device,carrying_case,matte device carrying_case,37.5
3043,2013-07-12 13:40:39,1373625639000,,device,how-to-manual,device how-to-manual,0.0
3490,2013-07-12 14:34:27,1373628867000,organic,mechanism,refill,organic mechanism refill,18.0
1437,2013-07-12 18:40:24,1373643624000,glossy,widget,how-to-manual,glossy widget how-to-manual,0.0
137,2013-07-13 09:50:11,1373698211000,organic,dongle,refill,organic dongle refill,36.0
2135,2013-07-13 10:16:16,1373699776000,matte,dongle,refill,matte dongle refill,30.0
2923,2013-07-14 02:36:37,1373758597000,digital,module,wrapper,digital module wrapper,44.0
2431,2013-07-14 11:34:21,1373790861000,matte,contraption,,matte contraption,312.5
2078,2013-07-14 12:36:20,1373794580000,industrial-strength,tool,,industrial-strength tool,75.0
3487,2013-07-14 18:14:45,1373814885000,miniature,gadget,,miniature gadget,48.95
1623,2013-07-14 20:42:40,1373823760000,rechargable,instrument,,rechargable instrument,57.2
3061,2013-07-14 22:11:14,1373829074000,rechargable,instrument,how-to-manual,rechargable instrument how-to-manual,0.0
2215,2013-07-15 03:38:59,1373848739000,aerodynamic,gadget,storage_unit,aerodynamic gadget storage_unit,311.5
1422,2013-07-15 08:55:54,1373867754000,reflective,device,warmer,reflective device warmer,71.5
3041,2013-07-15 14:42:30,1373888550000,organic,device,storage_unit,organic device storage_unit,187.5
52,2013-07-15 15:05:27,1373889927000,reflective,apparatus,opener,reflective apparatus opener,195.0
1403,2013-07-15 16:00:39,1373893239000,digital,mechanism,,digital mechanism,16.5
3134,2013-07-15 19:48:33,1373906913000,miniature,apparatus,cleaner,miniature apparatus cleaner,99.0
77,2013-07-15 20:13:43,1373908423000,extra-strength,device,,extra-strength device,100.0
2448,2013-07-16 07:24:05,1373948645000,fuzzy,mechanism,opener,fuzzy mechanism opener,7.5
1073,2013-07-16 07:45:06,1373949906000,reflective,contraption,how-to-manual,reflective contraption how-to-manual,0.0
2985,2013-07-16 11:39:17,1373963957000,analog,gadget,carrying_case,analog gadget carrying_case,48.06
3890,2013-07-16 16:49:06,1373982546000,organic,mechanism,storage_unit,organic mechanism storage_unit,56.25
2384,2013-07-16 22:38:24,1374003504000,miniature,mechanism,,miniature mechanism,8.25
753,2013-07-17 01:44:36,1374014676000,,module,storage_unit,module storage_unit,250.0
296,2013-07-17 02:11:31,1374016291000,analog,device,refill,analog device refill,36.0
2157,2013-07-17 03:15:19,1374020119000,matte,widget,,matte widget,3.75
478,2013-07-17 04:55:41,1374026141000,prize-winning,module,,prize-winning module,110.0
659,2013-07-17 06:08:58,1374030538000,organic,mechanism,how-to-manual,organic mechanism how-to-manual,0.0
537,2013-07-17 07:07:22,1374034042000,prize-winning,apparatus,storage_unit,prize-winning apparatus storage_unit,825.0
32,2013-07-17 09:55:54,1374044154000,reflective,tool,,reflective tool,32.5
